Company_Name,Career_Page
GoDaddy India,https://careers.godaddy.com
BigRock,https://www.bigrock.in/careers
Bluehost India,https://www.bluehost.in/careers
Cloudflare India,https://cloudflare.com/careers
Fastly India,https://www.fastly.com/careers
Akamai India,https://akamai.com/careers
Imperva India,https://www.imperva.com/company/careers
F5 India,https://f5.com/careers
A10 Networks India,https://a10networks.com/careers
Infoblox India,https://jobs.infoblox.com
Juniper Networks India,https://careers.juniper.net
Arista Networks India,https://www.arista.com/en/company/careers
Extreme Networks India,https://www.extremenetworks.com/careers
Avaya India,https://careers.avaya.com
Mitel India,https://www.mitel.com/en-gb/careers
RingCentral India,https://careers.ringcentral.com
Vonage India,https://developer.vonage.com/careers
Twilio India,https://careers.twilio.com
SendGrid India,https://sendgrid.com/careers
Mailchimp India,https://mailchimp.com/careers
HubSpot India,https://www.hubspot.com/jobs
Marketo India,https://careers.adobe.com
Zendesk India,https://jobs.zendesk.com
Freshdesk India,https://careers.freshworks.com
Zoho Desk India,https://careers.zohocorp.com
Intercom India,https://www.intercom.com/careers
Drift India,https://www.drift.com/about/careers
Crisp India,https://crisp.chat/jobs
Tidio India,https://www.tidio.com/careers
Helpshift,https://www.helpshift.com/company/careers
Hiver,https://hiverhq.com/careers
Kayako,https://www.kayako.com/careers
Ameyo,https://ameyo.com/careers
Ozonetel,https://ozonetel.com/careers
Exotel,https://exotel.com/company/careers
Knowlarity,https://knowlarity.com/careers
MyOperator,https://myoperator.com/careers
Servetel,https://servetel.in/careers
CallHippo,https://callhippo.com/careers
JustCall,https://justcall.io/careers
CloudTalk India,https://www.cloudtalk.io/careers
Aircall India,https://aircall.io/careers
Dialpad India,https://www.dialpad.com/careers
Zoom India,https://careers.zoom.us
Webex India,https://jobs.cisco.com
Microsoft Teams India,https://careers.microsoft.com
Slack India,https://slack.com/careers
Discord India,https://discord.com/jobs
Skype India,https://careers.microsoft.com
Telegram India,https://telegram.org/jobs
Signal India,https://signal.org/workworkwork
Truecaller India,https://careers.truecaller.com
IndiGrid IT,https://www.indigrid.co.in/careers
Adani Group IT,https://www.adani.com/careers
Reliance Industries IT,https://careers.reliance.com
Tata Group Digital,https://careers.tata.com
Mahindra Tech,https://careers.mahindratech.com
L&T Group IT,https://careers.larsentoubro.com
JSW Group IT,https://careers.jsw.in
Vedanta Group IT,https://vedantalimited.com/careers
Aditya Birla IT,https://careers.adityabirla.com
RPG Group IT,https://www.rpggroup.com/careers
Godrej IT,https://careers.godrej.com
Bajaj Group IT,https://careers.bajajfinserv.in
Hinduja Group IT,https://teamhgs.com/careers
Essar Group IT,https://www.essar.com/careers
Muthoot Group IT,https://www.muthootgroup.com/careers
Manappuram Finance IT,https://manappuram.com/careers
Cholamandalam IT,https://www.cholamandalam.com/careers
Sundaram Finance IT,https://sundaramfinance.in/careers
Shriram Finance IT,https://shriramfinance.in/careers
Indiabulls IT,https://indiabulls.com/careers
Edelweiss IT,https://www.edelweissfin.com/careers
Karur Vysya Bank IT,https://www.kvb.co.in/careers
South Indian Bank IT,https://southindianbank.com/careers
Canara Bank IT,https://canarabank.com/recruitment
Bank of Baroda IT,https://bankofbaroda.in/careers
Union Bank IT,https://unionbankofindia.co.in/careers
Synchrony India,https://synchrony.com/careers
Capital One India,https://jobs.capitalone.com
TD Bank India,https://jobs.td.com
UBS India,https://ubs.com/global/en/careers
Credit Suisse India,https://credit-suisse.com/careers
Societe Generale India,https://careers.societegenerale.com
BNP Paribas India,https://careers.bnpparibas.com
Nomura India,https://careers.nomura.com
Macquarie India,https://careers.macquarie.com
Prudential India,https://careers.prudential.co.uk
Sun Life India,https://careers.sunlife.com
Manulife India,https://jobs.manulife.com
Wipro Ventures,https://careers.wipro.com
Infosys Finacle,https://career.infosys.com
TCS Financial Solutions,https://nextstep.tcs.com
FIS Global India,https://careers.fisglobal.com
Fiserv India,https://careers.fiserv.com
NCR Corporation India,https://www.ncr.com/careers
ACI Worldwide India,https://www.aciworldwide.com/careers
Temenos India,https://careers.temenos.com
Finastra India,https://www.finastra.com/careers
Mambu India,https://mambu.com/careers
Thought Machine India,https://thoughtmachine.net/careers
Avaloq India,https://www.avaloq.com/en/careers
TurboLogic India,https://turbologic.com/careers
